# rlawt per-frame CSV, CLOCK_MONOTONIC ns / microseconds
# mkcur_cumulative is the per-window makeCurrent counter — diff rows for per-frame
frame,t_post_swap_ns,swap_us,gap_us,finish_us,xsync_us,gpu_us,mkcur_cumulative
1589,233527117361532,27872,10921,0,0,0,0
1590,233527157269532,28538,11369,0,0,0,0
1591,233527198811071,30360,11181,0,0,0,0
1592,233527237355148,27750,10793,0,0,0,0
1593,233527275686148,28127,10203,0,0,0,0
1594,233527316987148,28923,12377,0,0,0,0
1595,233527358421609,28865,12569,0,0,0,0
1596,233527401254225,30955,11877,0,0,0,0
1597,233527439034148,27370,10409,0,0,0,0
1598,233527483601840,32228,12339,0,0,0,0
1599,233527525198840,29295,12301,0,0,0,0
1600,233527567272071,30504,11569,0,0,0,0
1601,233527608779994,29064,12443,0,0,0,0
1602,233527649464917,28078,12606,0,0,0,0
1603,233527690870225,30471,10933,0,0,0,0
1604,233527735073609,29456,14747,0,0,0,0
1605,233527774316378,27041,12201,0,0,0,0
1606,233527816117532,28394,13407,0,0,0,0
1607,233527856400609,28996,11287,0,0,0,0
1608,233527898649302,30794,11453,0,0,0,0
1609,233527939100071,26250,14200,0,0,0,0
1610,233527980615686,30580,10935,0,0,0,0
1611,233528019552994,26964,11973,0,0,0,0
1612,233528059562148,28574,11435,0,0,0,0
1613,233528098769302,28597,10609,0,0,0,0
1614,233528136976994,27222,10984,0,0,0,0
1615,233528176617225,27315,12324,0,0,0,0
1616,233528216886148,26928,13340,0,0,0,0
1617,233528256896994,28577,11433,0,0,0,0
1618,233528297941532,28253,12791,0,0,0,0
1619,233528340187763,29864,12381,0,0,0,0
1620,233528381708071,30079,11440,0,0,0,0
1621,233528420343994,27996,10639,0,0,0,0
1622,233528462479378,30249,11885,0,0,0,0
1623,233528503221840,26890,13851,0,0,0,0
1624,233528542254763,27806,11226,0,0,0,0
1625,233528581679994,27665,11760,0,0,0,0
1626,233528622956302,29936,11339,0,0,0,0
1627,233528679280302,31127,25196,0,0,0,0
1628,233528722361532,28236,14844,0,0,0,0
1629,233528761063455,26968,11733,0,0,0,0
1630,233528799577225,27251,11262,0,0,0,0
1631,233528838823763,27461,11785,0,0,0,0
1632,233528877953840,27144,11985,0,0,0,0
1633,233528923018455,32050,13014,0,0,0,0
1634,233528962331071,27850,11461,0,0,0,0
1635,233528999537225,26435,10770,0,0,0,0
1636,233529039793302,29343,10913,0,0,0,0
1637,233529080613917,28202,12617,0,0,0,0
1638,233529119762763,27109,12039,0,0,0,0
1639,233529159380071,26443,13174,0,0,0,0
1640,233529201420302,29442,12598,0,0,0,0
1641,233529242967455,28458,13088,0,0,0,0
1642,233529288307455,30842,14497,0,0,0,0
1643,233529328077225,27239,12530,0,0,0,0
1644,233529369663071,27780,13804,0,0,0,0
1645,233529411097225,28521,12912,0,0,0,0
1646,233529452342225,29731,11513,0,0,0,0
1647,233529493089840,27322,13424,0,0,0,0
1648,233529536690455,28878,14722,0,0,0,0
1649,233529576585840,27996,11899,0,0,0,0
1650,233529616970455,27912,12471,0,0,0,0
1651,233529656987686,27887,12129,0,0,0,0
1652,233529697391071,29077,11326,0,0,0,0
1653,233529735561302,26247,11922,0,0,0,0
1654,233529775051455,29465,10024,0,0,0,0
1655,233529817410148,28632,13726,0,0,0,0
1656,233529858715763,28825,12479,0,0,0,0
1657,233529899435994,29098,11621,0,0,0,0
1658,233529940044609,29324,11284,0,0,0,0
1659,233529981084302,29459,11580,0,0,0,0
1660,233530019456917,27507,10865,0,0,0,0
1661,233530059228994,28679,11092,0,0,0,0
1662,233530098472071,27981,11261,0,0,0,0
1663,233530139680917,30251,10957,0,0,0,0
1664,233530180110763,28114,12315,0,0,0,0
1665,233530217505302,27017,10377,0,0,0,0
1666,233530258695763,29372,11817,0,0,0,0
1667,233530297367071,27165,11505,0,0,0,0
1668,233530336724609,28115,11241,0,0,0,0
1669,233530374393609,27549,10119,0,0,0,0
1670,233530420379763,30229,15756,0,0,0,0
1671,233530460746148,27444,12922,0,0,0,0
1672,233530502000609,29409,11845,0,0,0,0
1673,233530543916379,30193,11721,0,0,0,0
1674,233530584286148,29537,10831,0,0,0,0
1675,233530626932917,29791,12855,0,0,0,0
1676,233530665525532,28005,10587,0,0,0,0
1677,233530706925840,29609,11791,0,0,0,0
1678,233530745676994,28014,10736,0,0,0,0
1679,233530784560302,28328,10554,0,0,0,0
1680,233530826043686,29249,12233,0,0,0,0
1681,233530865005840,28169,10792,0,0,0,0
1682,233530912604609,33963,13635,0,0,0,0
1683,233530956626225,29191,14829,0,0,0,0
1684,233530994584071,26939,11018,0,0,0,0
1685,233531033343994,27409,11351,0,0,0,0
1686,233531072598763,27464,11790,0,0,0,0
1687,233531110553302,26711,11243,0,0,0,0
1688,233531148143763,27993,9596,0,0,0,0
1689,233531187681532,27931,11606,0,0,0,0
1690,233531227162840,26893,12587,0,0,0,0
1691,233531264265532,26318,10784,0,0,0,0
1692,233531300930532,26121,10543,0,0,0,0
1693,233531341261917,29165,11165,0,0,0,0
1694,233531380156917,27911,10983,0,0,0,0
1695,233531423905302,30960,12788,0,0,0,0
1696,233531467557609,32118,11533,0,0,0,0
1697,233531509755994,30066,12131,0,0,0,0
1698,233531546480302,26210,10513,0,0,0,0
1699,233531585293225,27445,11367,0,0,0,0
1700,233531625823456,28710,11819,0,0,0,0
1701,233531664975071,27079,12072,0,0,0,0
1702,233531703344302,28140,10229,0,0,0,0
1703,233531741979071,27685,10948,0,0,0,0
1704,233531780258533,27376,10902,0,0,0,0
1705,233531826631379,34211,12161,0,0,0,0
1706,233531869344609,26819,15893,0,0,0,0
1707,233531910398225,29275,11777,0,0,0,0
1708,233531950324071,27374,12551,0,0,0,0
1709,233531991000379,28557,12119,0,0,0,0
1710,233532033507456,31369,11139,0,0,0,0
1711,233532074855456,28385,12962,0,0,0,0
1712,233532118469609,32397,11216,0,0,0,0
1713,233532157662533,27374,11818,0,0,0,0
1714,233532202884071,29065,16155,0,0,0,0
1715,233532240490456,26823,10782,0,0,0,0
1716,233532281689302,28566,12632,0,0,0,0
1717,233532323371148,29281,12400,0,0,0,0
1718,233532363472302,28729,11371,0,0,0,0
1719,233532402046533,27422,11152,0,0,0,0
1720,233532442116917,28440,11629,0,0,0,0
1721,233532481755379,27598,12040,0,0,0,0
1722,233532521425917,27887,11783,0,0,0,0
1723,233532564781840,31327,12028,0,0,0,0
1724,233532607149609,28740,13627,0,0,0,0
1725,233532650540686,28996,14394,0,0,0,0
1726,233532694063379,27749,15773,0,0,0,0
1727,233532734217225,28009,12144,0,0,0,0
1728,233532774435379,28807,11410,0,0,0,0
1729,233532813955763,28446,11074,0,0,0,0
1730,233532852979071,26625,12397,0,0,0,0
1731,233532893831456,28144,12708,0,0,0,0
1732,233532932110148,28296,9982,0,0,0,0
1733,233532968506840,27462,8934,0,0,0,0
1734,233533007864610,29087,10271,0,0,0,0
1735,233533050862840,29043,13954,0,0,0,0
1736,233533089308686,27467,10978,0,0,0,0
1737,233533129257610,29298,10650,0,0,0,0
1738,233533167059763,25782,12019,0,0,0,0
1739,233533204853840,26614,11179,0,0,0,0
1740,233533239291071,23722,10714,0,0,0,0
1741,233533276178840,27617,9270,0,0,0,0
1742,233533314032071,27470,10382,0,0,0,0
1743,233533352240917,27221,10987,0,0,0,0
1744,233533390168071,28819,9107,0,0,0,0
1745,233533427077302,27233,9675,0,0,0,0
1746,233533468368610,28421,12870,0,0,0,0
1747,233533507411763,28610,10432,0,0,0,0
1748,233533548839763,29589,11838,0,0,0,0
1749,233533585934763,27044,10051,0,0,0,0
1750,233533623430763,28119,9376,0,0,0,0
1751,233533662840379,28713,10696,0,0,0,0
1752,233533702762840,30625,9296,0,0,0,0
1753,233533740367763,28189,9415,0,0,0,0
1754,233533781802225,29604,11830,0,0,0,0
1755,233533820468686,28126,10540,0,0,0,0
1756,233533859951148,28692,10789,0,0,0,0
1757,233533897578456,27659,9968,0,0,0,0
1758,233533935957610,27469,10909,0,0,0,0
1759,233533972991763,27287,9746,0,0,0,0
1760,233534010240686,27610,9639,0,0,0,0
1761,233534053427686,27241,15945,0,0,0,0
1762,233534093700302,27259,13013,0,0,0,0
1763,233534132736610,28095,10941,0,0,0,0
1764,233534174009302,28613,12658,0,0,0,0
1765,233534213640687,27932,11698,0,0,0,0
1766,233534252397302,27894,10861,0,0,0,0
1767,233534290101610,28441,9262,0,0,0,0
1768,233534330511687,28833,11576,0,0,0,0
1769,233534366694456,25834,10348,0,0,0,0
1770,233534407572302,29000,11877,0,0,0,0
1771,233534444862763,26881,10408,0,0,0,0
1772,233534482406840,27194,10349,0,0,0,0
1773,233534521585610,27612,11566,0,0,0,0
1774,233534561946456,26995,13365,0,0,0,0
1775,233534600764687,27618,11199,0,0,0,0
1776,233534640617225,27976,11875,0,0,0,0
1777,233534681310533,27011,13681,0,0,0,0
1778,233534718950456,26122,11517,0,0,0,0
1779,233534760483687,27297,14235,0,0,0,0
1780,233534800680917,27879,12318,0,0,0,0
1781,233534839457302,28055,10721,0,0,0,0
1782,233534880575994,31736,9382,0,0,0,0
1783,233534918412917,28488,9348,0,0,0,0
1784,233534955745225,26690,10641,0,0,0,0
1785,233534993128994,25952,11431,0,0,0,0
1786,233535031143763,28361,9654,0,0,0,0
1787,233535065925302,25725,9056,0,0,0,0
1788,233535100774763,24415,10433,0,0,0,0
1789,233535141025225,30145,10104,0,0,0,0
1790,233535177439994,26350,10064,0,0,0,0
1791,233535216453302,28931,10082,0,0,0,0
1792,233535261976610,29008,16514,0,0,0,0
1793,233535302681533,27081,13623,0,0,0,0
1794,233535339719379,26734,10303,0,0,0,0
1795,233535382948379,30735,12493,0,0,0,0
1796,233535422636302,27658,12029,0,0,0,0
1797,233535465708071,30191,12880,0,0,0,0
1798,233535503251379,25620,11923,0,0,0,0
1799,233535543699379,29741,10706,0,0,0,0
1800,233535581874840,26401,11773,0,0,0,0
1801,233535619745225,27920,9950,0,0,0,0
1802,233535658740610,27333,11661,0,0,0,0
1803,233535698731687,28485,11505,0,0,0,0
1804,233535739549302,29073,11744,0,0,0,0
1805,233535776692379,26404,10738,0,0,0,0
1806,233535818455764,28212,13550,0,0,0,0
1807,233535860899456,28308,14135,0,0,0,0
1808,233535899067456,25870,12297,0,0,0,0
1809,233535938973302,28349,11556,0,0,0,0
1810,233535977889533,27883,11032,0,0,0,0
1811,233536016272994,27858,10526,0,0,0,0
1812,233536056337610,27636,12428,0,0,0,0
1813,233536095369225,27206,11825,0,0,0,0
1814,233536135259994,28732,11158,0,0,0,0
1815,233536173531379,26799,11472,0,0,0,0
1816,233536214242533,28864,11846,0,0,0,0
1817,233536253807379,28322,11242,0,0,0,0
1818,233536297432302,30268,13356,0,0,0,0
1819,233536337101533,28547,11121,0,0,0,0
1820,233536375871994,28411,10359,0,0,0,0
1821,233536416459148,28105,12481,0,0,0,0
1822,233536457722764,28633,12629,0,0,0,0
1823,233536494956687,26125,11108,0,0,0,0
1824,233536533500610,27970,10573,0,0,0,0
1825,233536575550456,29811,12238,0,0,0,0
1826,233536614865302,27928,11386,0,0,0,0
1827,233536656050456,28930,12254,0,0,0,0
1828,233536697419456,29298,12070,0,0,0,0
1829,233536736446456,28190,10836,0,0,0,0
1830,233536778012994,29712,11854,0,0,0,0
1831,233536819030533,27248,13769,0,0,0,0
1832,233536858285225,28165,11088,0,0,0,0
1833,233536898701533,27822,12593,0,0,0,0
1834,233536940932610,30824,11406,0,0,0,0
1835,233536981019994,28421,11666,0,0,0,0
1836,233537028233917,34773,12441,0,0,0,0
1837,233537071662533,28846,14581,0,0,0,0
1838,233537113351071,26735,14952,0,0,0,0
1839,233537160583148,31733,15498,0,0,0,0
1840,233537199972917,26278,13111,0,0,0,0
1841,233537243087764,27723,15391,0,0,0,0
1842,233537280140610,26192,10860,0,0,0,0
1843,233537319879994,28944,10794,0,0,0,0
1844,233537366351379,31692,14779,0,0,0,0
1845,233537411874225,30888,14634,0,0,0,0
1846,233537450912687,28036,11001,0,0,0,0
1847,233537491356379,27593,12850,0,0,0,0
1848,233537541564379,34234,15973,0,0,0,0
1849,233537590334533,32623,16147,0,0,0,0
1850,233537630895148,30441,10118,0,0,0,0
1851,233537682203379,36076,15231,0,0,0,0
1852,233537728771071,29294,17273,0,0,0,0
1853,233537774744071,34022,11950,0,0,0,0
1854,233537818131148,27343,16043,0,0,0,0
1855,233537855965225,26345,11488,0,0,0,0
1856,233537893546456,25590,11990,0,0,0,0
1857,233537931288071,26624,11116,0,0,0,0
1858,233537969342841,26567,11487,0,0,0,0
1859,233538011384994,29808,12235,0,0,0,0
1860,233538050765841,27832,11548,0,0,0,0
1861,233538090586225,28432,11388,0,0,0,0
1862,233538129370225,26783,12000,0,0,0,0
1863,233538168708379,27986,11351,0,0,0,0
1864,233538207756379,28544,10504,0,0,0,0
1865,233538245540071,26920,10863,0,0,0,0
1866,233538286916687,28866,12510,0,0,0,0
1867,233538327087456,27731,12439,0,0,0,0
1868,233538366262148,28855,10319,0,0,0,0
1869,233538406701302,28654,11784,0,0,0,0
1870,233538448259456,29868,11689,0,0,0,0
1871,233538486521225,27937,10323,0,0,0,0
1872,233538525115994,27407,11187,0,0,0,0
1873,233538567697302,29336,13245,0,0,0,0
1874,233538606975148,27956,11320,0,0,0,0
1875,233538644783071,26087,11720,0,0,0,0
1876,233538685873533,28566,12523,0,0,0,0
1877,233538724558533,27596,11088,0,0,0,0
1878,233538767909225,30216,13134,0,0,0,0
1879,233538807228379,28733,10585,0,0,0,0
1880,233538848930533,30289,11412,0,0,0,0
1881,233538887665302,26832,11902,0,0,0,0
1882,233538926683148,27856,11161,0,0,0,0
1883,233538966717841,28176,11858,0,0,0,0
1884,233539008165225,28639,12808,0,0,0,0
1885,233539046071687,26231,11675,0,0,0,0
1886,233539087125302,29780,11273,0,0,0,0
1887,233539131825841,30612,14087,0,0,0,0
1888,233539170030533,26429,11775,0,0,0,0
1889,233539210177918,29826,10320,0,0,0,0
1890,233539250040994,27997,11865,0,0,0,0
1891,233539290673841,28216,12416,0,0,0,0
1892,233539327385533,25553,11158,0,0,0,0
1893,233539365773918,26722,11665,0,0,0,0
1894,233539407250225,29131,12345,0,0,0,0
1895,233539448494764,26923,14320,0,0,0,0
1896,233539490286225,29469,12322,0,0,0,0
1897,233539527420610,26723,10411,0,0,0,0
1898,233539567976995,28178,12378,0,0,0,0
1899,233539608427764,26177,14272,0,0,0,0
1900,233539648563764,27524,12612,0,0,0,0
1901,233539688130533,28189,11377,0,0,0,0
1902,233539728289302,28019,12139,0,0,0,0
1903,233539769095148,28669,12136,0,0,0,0
1904,233539808880995,28963,10822,0,0,0,0
1905,233539848480379,28265,11333,0,0,0,0
1906,233539887078225,28239,10358,0,0,0,0
1907,233539928078764,27716,13284,0,0,0,0
1908,233539968353918,29521,10753,0,0,0,0
1909,233540010128995,28676,13099,0,0,0,0
1910,233540054360302,30705,13525,0,0,0,0
1911,233540097960071,28675,14924,0,0,0,0
1912,233540138457533,29684,10812,0,0,0,0
1913,233540176839456,27894,10487,0,0,0,0
1914,233540217038533,27800,12399,0,0,0,0
1915,233540257509302,27526,12944,0,0,0,0
1916,233540297287456,27480,12297,0,0,0,0
1917,233540336317225,26888,12140,0,0,0,0
1918,233540375847764,26858,12672,0,0,0,0
1919,233540417225533,28944,12432,0,0,0,0
1920,233540458653533,29553,11874,0,0,0,0
1921,233540498749610,27497,12599,0,0,0,0
1922,233540542937610,29390,14797,0,0,0,0
1923,233540583121610,29472,10711,0,0,0,0
1924,233540624117610,28643,12352,0,0,0,0
1925,233540664444995,27992,12335,0,0,0,0
1926,233540707519148,31386,11688,0,0,0,0
1927,233540751246225,30735,12991,0,0,0,0
1928,233540789831379,28883,9701,0,0,0,0
1929,233540831503379,30018,11653,0,0,0,0
1930,233540872041225,28494,12043,0,0,0,0
1931,233540914783379,30675,12067,0,0,0,0
1932,233540956255995,28979,12493,0,0,0,0
1933,233540996688995,29048,11384,0,0,0,0
1934,233541039462841,27720,15054,0,0,0,0
1935,233541080111456,28364,12283,0,0,0,0
1936,233541122549610,29086,13351,0,0,0,0
1937,233541165770764,30560,12660,0,0,0,0
1938,233541214214841,33083,15360,0,0,0,0
1939,233541257411995,28271,14925,0,0,0,0
1940,233541298280072,28460,12407,0,0,0,0
1941,233541337062533,27560,11222,0,0,0,0
1942,233541375963379,27411,11489,0,0,0,0
1943,233541415523995,27681,11878,0,0,0,0
1944,233541456228302,28347,12356,0,0,0,0
1945,233541499062533,30489,12344,0,0,0,0
1946,233541540900610,28542,13295,0,0,0,0
1947,233541582727148,30209,11617,0,0,0,0
1948,233541623576610,29381,11467,0,0,0,0
1949,233541661716995,27620,10520,0,0,0,0
1950,233541699405841,26231,11457,0,0,0,0
1951,233541739694225,28137,12150,0,0,0,0
1952,233541780112918,28639,11779,0,0,0,0
1953,233541819475379,28083,11278,0,0,0,0
1954,233541864644995,30172,14997,0,0,0,0
1955,233541903165841,27227,11293,0,0,0,0
1956,233541942443687,27277,12000,0,0,0,0
1957,233541984910841,29381,13086,0,0,0,0
1958,233542023820610,26917,11993,0,0,0,0
1959,233542062741610,27982,10938,0,0,0,0
1960,233542100412918,27253,10417,0,0,0,0
1961,233542146716610,33748,12555,0,0,0,0
1962,233542184961610,28823,9421,0,0,0,0
1963,233542226056610,31419,9675,0,0,0,0
1964,233542273154841,32463,14635,0,0,0,0
1965,233542312190456,26890,12145,0,0,0,0
1966,233542348934533,28806,7937,0,0,0,0
1967,233542385204610,27070,9199,0,0,0,0
1968,233542427303379,31538,10560,0,0,0,0
1969,233542470155072,29629,13222,0,0,0,0
1970,233542507978764,28085,9738,0,0,0,0
1971,233542544420687,26693,9748,0,0,0,0
1972,233542584394225,28420,11553,0,0,0,0
1973,233542625016918,28878,11744,0,0,0,0
1974,233542663918149,29532,9368,0,0,0,0
1975,233542702333610,28793,9621,0,0,0,0
1976,233542740392918,27333,10725,0,0,0,0
1977,233542780891072,29299,11198,0,0,0,0
1978,233542819124687,28587,9646,0,0,0,0
1979,233542856628995,26628,10875,0,0,0,0
1980,233542895229533,26745,11855,0,0,0,0
1981,233542933007995,27936,9841,0,0,0,0
1982,233542972238764,27258,11972,0,0,0,0
1983,233543008824379,28451,8134,0,0,0,0
1984,233543051528995,30306,12397,0,0,0,0
1985,233543092896610,29970,11396,0,0,0,0
1986,233543131614841,27229,11488,0,0,0,0
1987,233543168743379,29190,7937,0,0,0,0
1988,233543209782456,28184,12854,0,0,0,0
1989,233543247867456,28416,9668,0,0,0,0
1990,233543285023072,26814,10341,0,0,0,0
1991,233543325165533,29685,10457,0,0,0,0
1992,233543365516302,29113,11237,0,0,0,0
1993,233543401710226,25538,10655,0,0,0,0
1994,233543440946456,29207,10028,0,0,0,0
1995,233543481571687,29961,10663,0,0,0,0
1996,233543523295764,31456,10267,0,0,0,0
1997,233543558195379,25019,9880,0,0,0,0
1998,233543599747072,29017,12534,0,0,0,0
1999,233543643204072,31953,11503,0,0,0,0
2000,233543683645918,29285,11156,0,0,0,0
2001,233543727499995,28622,15231,0,0,0,0
2002,233543771000379,30737,12762,0,0,0,0
2003,233543809757226,28653,10103,0,0,0,0
2004,233543846540610,26463,10320,0,0,0,0
2005,233543883887072,26590,10756,0,0,0,0
2006,233543925219456,30652,10679,0,0,0,0
2007,233543966142149,27525,13397,0,0,0,0
2008,233544000457918,24664,9652,0,0,0,0
2009,233544040112610,29118,10536,0,0,0,0
2010,233544080440687,29317,11010,0,0,0,0
2011,233544117300918,27540,9319,0,0,0,0
2012,233544162447379,30041,15105,0,0,0,0
2013,233544199272918,26938,9886,0,0,0,0
2014,233544239211456,28286,11652,0,0,0,0
2015,233544278624610,28467,10945,0,0,0,0
2016,233544315337610,26748,9964,0,0,0,0
2017,233544353878764,27575,10966,0,0,0,0
2018,233544389707687,27192,8636,0,0,0,0
2019,233544426485533,28252,8525,0,0,0,0
2020,233544466445918,28744,11216,0,0,0,0
2021,233544503359456,27149,9764,0,0,0,0
2022,233544541873841,26780,11733,0,0,0,0
2023,233544581212687,27942,11396,0,0,0,0
2024,233544618660072,27157,10289,0,0,0,0
2025,233544658286533,28492,11134,0,0,0,0
2026,233544697200610,27893,11020,0,0,0,0
2027,233544734976303,27975,9800,0,0,0,0
2028,233544773535995,28287,10272,0,0,0,0
2029,233544809736379,25758,10441,0,0,0,0
2030,233544851583995,30116,11730,0,0,0,0
2031,233544895850149,29565,14700,0,0,0,0
2032,233544934572379,26714,12007,0,0,0,0
2033,233544973856610,28779,10504,0,0,0,0
2034,233545010663687,26695,10112,0,0,0,0
2035,233545047942226,28408,8869,0,0,0,0
2036,233545088636687,27959,12734,0,0,0,0
2037,233545126737918,28666,9435,0,0,0,0
2038,233545165108379,28052,10318,0,0,0,0
2039,233545201325303,26519,9697,0,0,0,0
2040,233545238969610,27934,9709,0,0,0,0
2041,233545279482456,30537,9975,0,0,0,0
2042,233545316445533,26207,10755,0,0,0,0
2043,233545352256303,25483,10327,0,0,0,0
2044,233545390299149,29058,8984,0,0,0,0
2045,233545429085533,27648,11138,0,0,0,0
2046,233545469854226,30176,10592,0,0,0,0
2047,233545508747379,27941,10951,0,0,0,0
2048,233545547101841,27529,10825,0,0,0,0
2049,233545585670149,28606,9961,0,0,0,0
2050,233545625523995,28695,11158,0,0,0,0
2051,233545665971456,28598,11848,0,0,0,0
2052,233545703645226,26747,10926,0,0,0,0
2053,233545742221303,29362,9213,0,0,0,0
2054,233545784365610,30796,11348,0,0,0,0
2055,233545822417610,27478,10573,0,0,0,0
2056,233545863085610,30161,10507,0,0,0,0
2057,233545903214533,29264,10864,0,0,0,0
2058,233545942515380,27409,11891,0,0,0,0
2059,233545983986533,28341,13129,0,0,0,0
2060,233546023816687,28653,11178,0,0,0,0
2061,233546074618764,29847,20955,0,0,0,0
2062,233546117359687,30600,12140,0,0,0,0
2063,233546158622533,29548,11714,0,0,0,0
2064,233546206965533,29030,19312,0,0,0,0
2065,233546246563687,29383,10214,0,0,0,0
2066,233546283484918,27252,9668,0,0,0,0
2067,233546324464610,30068,10911,0,0,0,0
2068,233546363836380,27521,11850,0,0,0,0
2069,233546402866149,27593,11436,0,0,0,0
2070,233546444567149,30256,11444,0,0,0,0
2071,233546482948918,27715,10665,0,0,0,0
2072,233546523459456,28354,12155,0,0,0,0
2073,233546561437610,27909,10068,0,0,0,0
2074,233546598668380,26690,10540,0,0,0,0
2075,233546633153533,25340,9144,0,0,0,0
2076,233546673114149,26454,13505,0,0,0,0
2077,233546712292918,27297,11880,0,0,0,0
2078,233546750483687,28168,10021,0,0,0,0
2079,233546786760610,27641,8635,0,0,0,0
2080,233546825143456,28812,9570,0,0,0,0
2081,233546863227995,26816,11268,0,0,0,0
2082,233546901065841,26196,11641,0,0,0,0
2083,233546939674226,28392,10216,0,0,0,0
2084,233546973615149,24600,9340,0,0,0,0
2085,233547010681918,26946,10121,0,0,0,0
2086,233547047731456,28268,8781,0,0,0,0
2087,233547084600072,27355,9513,0,0,0,0
2088,233547123313533,27814,10899,0,0,0,0
2089,233547167396303,32289,11793,0,0,0,0
2090,233547209962149,28751,13814,0,0,0,0
2091,233547250698533,29704,11032,0,0,0,0
2092,233547291443764,28369,12375,0,0,0,0
2093,233547330231764,28726,10061,0,0,0,0
2094,233547367221303,26792,10196,0,0,0,0
2095,233547406727457,28938,10567,0,0,0,0
2096,233547448128687,29405,11996,0,0,0,0
2097,233547491998457,28653,15216,0,0,0,0
2098,233547530789841,28277,10513,0,0,0,0
2099,233547568934457,28587,9557,0,0,0,0
2100,233547606827995,27284,10608,0,0,0,0
2101,233547644493841,26962,10703,0,0,0,0
2102,233547681505303,27822,9188,0,0,0,0
2103,233547721971764,29808,10658,0,0,0,0
2104,233547758727380,26805,9950,0,0,0,0
2105,233547799579380,29194,11657,0,0,0,0
2106,233547837587995,26904,11103,0,0,0,0
2107,233547876508610,28088,10832,0,0,0,0
2108,233547914288995,27563,10216,0,0,0,0
2109,233547952213303,28840,9083,0,0,0,0
2110,233547993894764,28272,13408,0,0,0,0
2111,233548033723995,29197,10632,0,0,0,0
2112,233548071402764,27701,9976,0,0,0,0
2113,233548108488687,27881,9204,0,0,0,0
2114,233548149607764,29249,11869,0,0,0,0
2115,233548190193610,29268,11317,0,0,0,0
2116,233548231948610,29564,12190,0,0,0,0
2117,233548271704303,29964,9791,0,0,0,0
2118,233548310492995,27161,11627,0,0,0,0
2119,233548348790764,28320,9977,0,0,0,0
2120,233548385033303,26742,9499,0,0,0,0
2121,233548423095149,28037,10024,0,0,0,0
2122,233548462928072,28292,11540,0,0,0,0
2123,233548502188995,27101,12159,0,0,0,0
2124,233548540267687,27095,10983,0,0,0,0
2125,233548580219764,29680,10271,0,0,0,0
2126,233548623803149,32069,11513,0,0,0,0
2127,233548662302457,27719,10779,0,0,0,0
2128,233548701005534,28730,9973,0,0,0,0
2129,233548739808610,28254,10548,0,0,0,0
2130,233548777075457,27399,9867,0,0,0,0
2131,233548818049226,29625,11348,0,0,0,0
2132,233548857847149,28444,11353,0,0,0,0
2133,233548900193534,29296,13049,0,0,0,0
2134,233548939353226,28231,10928,0,0,0,0
2135,233548979077918,26715,13009,0,0,0,0
2136,233549016389303,27615,9697,0,0,0,0
2137,233549056528995,29137,11002,0,0,0,0
2138,233549093660303,26703,10428,0,0,0,0
2139,233549132139687,29228,9251,0,0,0,0
2140,233549169487149,27687,9660,0,0,0,0
2141,233549206914841,27051,10376,0,0,0,0
2142,233549243673610,26725,10033,0,0,0,0
2143,233549282230149,27572,10983,0,0,0,0
2144,233549319559457,27381,9948,0,0,0,0
2145,233549357268687,27819,9890,0,0,0,0
2146,233549394263687,27348,9646,0,0,0,0
2147,233549433020995,27786,10970,0,0,0,0
2148,233549473120687,30642,9457,0,0,0,0
2149,233549512253918,29841,9291,0,0,0,0
2150,233549553953610,33277,8422,0,0,0,0
2151,233549597943687,33032,10957,0,0,0,0
2152,233549651821303,40468,13409,0,0,0,0
2153,233549698175457,29779,16574,0,0,0,0
2154,233549739683457,29388,12119,0,0,0,0
2155,233549776315687,26573,10058,0,0,0,0
2156,233549813571764,27814,9441,0,0,0,0
2157,233549855531072,27957,14002,0,0,0,0
2158,233549893438764,28151,9756,0,0,0,0
2159,233549948562534,37689,17434,0,0,0,0
2160,233549993501611,32889,12049,0,0,0,0
2161,233550031755072,26384,11870,0,0,0,0
2162,233550067409226,27681,7972,0,0,0,0
2163,233550106091457,27770,10912,0,0,0,0
2164,233550142788072,26905,9791,0,0,0,0
2165,233550181626457,28525,10312,0,0,0,0
2166,233550217995687,26628,9741,0,0,0,0
2167,233550256159687,27524,10639,0,0,0,0
2168,233550299332687,33281,9891,0,0,0,0
2169,233550348053918,33189,15531,0,0,0,0
2170,233550385221918,25550,11617,0,0,0,0
2171,233550423265303,27766,10277,0,0,0,0
2172,233550464993226,29359,12368,0,0,0,0
2173,233550502335687,28104,9237,0,0,0,0
2174,233550542810457,27812,12662,0,0,0,0
2175,233550585266149,27917,14538,0,0,0,0
2176,233550622741226,27168,10306,0,0,0,0
2177,233550658622841,25558,10323,0,0,0,0
2178,233550697809226,28719,10467,0,0,0,0
2179,233550736681611,27766,11106,0,0,0,0
2180,233550775947687,28653,10612,0,0,0,0
2181,233550814033303,26572,11513,0,0,0,0
2182,233550850543072,27364,9145,0,0,0,0
2183,233550890605841,28551,11511,0,0,0,0
2184,233550927160995,26134,10420,0,0,0,0
2185,233550964666534,27346,10159,0,0,0,0
2186,233551003723380,27253,11804,0,0,0,0
2187,233551042440072,28209,10507,0,0,0,0
2188,233551081644380,28742,10461,0,0,0,0
2189,233551118456072,26512,10299,0,0,0,0
2190,233551157178226,26848,11874,0,0,0,0
2191,233551198743688,30233,11331,0,0,0,0
