# rlawt per-frame CSV, CLOCK_MONOTONIC ns / microseconds
# mkcur_cumulative is the per-window makeCurrent counter — diff rows for per-frame
frame,t_post_swap_ns,swap_us,gap_us,finish_us,xsync_us,gpu_us,mkcur_cumulative
3374,233598373024690,28319,13193,0,0,0,0
3375,233598413249613,27286,12938,0,0,0,0
3376,233598454873306,29267,12356,0,0,0,0
3377,233598494440998,28243,11324,0,0,0,0
3378,233598535072921,29326,11305,0,0,0,0
3379,233598576551998,27079,14400,0,0,0,0
3380,233598619551690,30826,12173,0,0,0,0
3381,233598661947152,28742,13652,0,0,0,0
3382,233598702678844,28762,11968,0,0,0,0
3383,233598742298229,28414,11205,0,0,0,0
3384,233598781787383,27401,12088,0,0,0,0
3385,233598823763767,30176,11800,0,0,0,0
3386,233598864896998,27846,13287,0,0,0,0
3387,233598906500306,30312,11291,0,0,0,0
3388,233598944422229,26590,11331,0,0,0,0
3389,233598983013613,29317,9273,0,0,0,0
3390,233599025860998,29352,13496,0,0,0,0
3391,233599066033844,29120,11052,0,0,0,0
3392,233599106750537,30195,10521,0,0,0,0
3393,233599145004075,27704,10549,0,0,0,0
3394,233599183624075,28502,10117,0,0,0,0
3395,233599231019383,29866,17529,0,0,0,0
3396,233599278552921,31132,16400,0,0,0,0
3397,233599324187383,31871,13763,0,0,0,0
3398,233599373755998,33230,16337,0,0,0,0
3399,233599422074152,33533,14784,0,0,0,0
3400,233599469781921,30719,16988,0,0,0,0
3401,233599507200613,27483,9935,0,0,0,0
3402,233599544989844,27367,10422,0,0,0,0
3403,233599583814229,27543,11281,0,0,0,0
3404,233599625555690,31453,10288,0,0,0,0
3405,233599668247075,28135,14556,0,0,0,0
3406,233599709446460,29217,11981,0,0,0,0
3407,233599750139767,28797,11895,0,0,0,0
3408,233599789727460,27776,11811,0,0,0,0
3409,233599830856383,28028,13100,0,0,0,0
3410,233599876756613,30406,15494,0,0,0,0
3411,233599922193229,33915,11521,0,0,0,0
3412,233599969100690,32004,14902,0,0,0,0
3413,233600013300613,28707,15492,0,0,0,0
3414,233600057307767,29803,14203,0,0,0,0
3415,233600098227460,29152,11767,0,0,0,0
3416,233600138484690,29140,11116,0,0,0,0
3417,233600179335767,29251,11599,0,0,0,0
3418,233600215130537,25967,9827,0,0,0,0
3419,233600255918152,30253,10533,0,0,0,0
3420,233600293348306,26859,10571,0,0,0,0
3421,233600336882229,30781,12752,0,0,0,0
3422,233600381572306,30797,13892,0,0,0,0
3423,233600426463383,30100,14790,0,0,0,0
3424,233600465811690,28162,11185,0,0,0,0
3425,233600507979460,30509,11658,0,0,0,0
3426,233600548337229,29583,10774,0,0,0,0
3427,233600586470537,27944,10188,0,0,0,0
3428,233600628447152,30854,11122,0,0,0,0
3429,233600676381921,32388,15546,0,0,0,0
3430,233600715384690,26831,12171,0,0,0,0
3431,233600751952383,26694,9872,0,0,0,0
3432,233600790383460,28286,10144,0,0,0,0
3433,233600828270460,26835,11052,0,0,0,0
3434,233600864769614,25883,10615,0,0,0,0
3435,233600901766537,26159,10837,0,0,0,0
3436,233600938432921,26947,9718,0,0,0,0
3437,233600977089844,26318,12338,0,0,0,0
3438,233601015080998,28352,9639,0,0,0,0
3439,233601052784921,27309,10394,0,0,0,0
3440,233601090435998,27312,10338,0,0,0,0
3441,233601126636614,27390,8809,0,0,0,0
3442,233601165273537,27426,11210,0,0,0,0
3443,233601205904921,30199,10431,0,0,0,0
3444,233601245498460,27867,11726,0,0,0,0
3445,233601289206537,29575,14132,0,0,0,0
3446,233601326970537,26127,11636,0,0,0,0
3447,233601369267383,28212,14083,0,0,0,0
3448,233601406830844,27225,10338,0,0,0,0
3449,233601448842460,30008,12003,0,0,0,0
3450,233601490565537,29831,11891,0,0,0,0
3451,233601529916075,27227,12123,0,0,0,0
3452,233601569421306,27868,11636,0,0,0,0
3453,233601606482460,27075,9985,0,0,0,0
3454,233601643957306,27729,9745,0,0,0,0
3455,233601683738767,28895,10886,0,0,0,0
3456,233601723881306,27987,12155,0,0,0,0
3457,233601762886844,28463,10542,0,0,0,0
3458,233601801764075,27993,10883,0,0,0,0
3459,233601840756383,28057,10935,0,0,0,0
3460,233601881564614,27696,13111,0,0,0,0
3461,233601923486767,29119,12803,0,0,0,0
3462,233601964775075,30463,10824,0,0,0,0
3463,233602003551460,28571,10205,0,0,0,0
3464,233602043040075,29084,10403,0,0,0,0
3465,233602081439383,28799,9600,0,0,0,0
3466,233602123084075,30733,10911,0,0,0,0
3467,233602163711460,29508,11118,0,0,0,0
3468,233602202471998,28105,10654,0,0,0,0
3469,233602241412998,27375,11565,0,0,0,0
3470,233602280298460,27434,11451,0,0,0,0
3471,233602319744614,28408,11037,0,0,0,0
3472,233602362122460,29354,13023,0,0,0,0
3473,233602406150767,32064,11963,0,0,0,0
3474,233602443772383,27258,10363,0,0,0,0
3475,233602483063383,28473,10817,0,0,0,0
3476,233602522944921,28339,11542,0,0,0,0
3477,233602561168075,28031,10191,0,0,0,0
3478,233602599914152,28219,10527,0,0,0,0
3479,233602639507998,28144,11449,0,0,0,0
3480,233602689745537,36908,13328,0,0,0,0
3481,233602730728691,29628,11354,0,0,0,0
3482,233602769636614,28781,10126,0,0,0,0
3483,233602809038152,26704,12696,0,0,0,0
3484,233602847981921,28378,10565,0,0,0,0
3485,233602884374537,26463,9929,0,0,0,0
3486,233602924572614,27841,12356,0,0,0,0
3487,233602965208998,26894,13741,0,0,0,0
3488,233603009399152,30661,13529,0,0,0,0
3489,233603050742844,29164,12179,0,0,0,0
3490,233603093759152,27936,15080,0,0,0,0
3491,233603135658537,29445,12454,0,0,0,0
3492,233603173345844,27365,10322,0,0,0,0
3493,233603214408691,29819,11243,0,0,0,0
3494,233603259371460,32263,12699,0,0,0,0
3495,233603305261614,30012,15878,0,0,0,0
3496,233603345424921,28474,11688,0,0,0,0
3497,233603385346537,26639,13282,0,0,0,0
3498,233603428577844,29961,13269,0,0,0,0
3499,233603467476998,27955,10943,0,0,0,0
3500,233603508966768,29352,12136,0,0,0,0
3501,233603553468614,28288,16213,0,0,0,0
3502,233603595809921,29626,12715,0,0,0,0
3503,233603635303998,29127,10366,0,0,0,0
3504,233603673421844,27320,10797,0,0,0,0
3505,233603715151152,31657,10072,0,0,0,0
3506,233603754702229,28795,10756,0,0,0,0
3507,233603799797614,28337,16758,0,0,0,0
3508,233603842431460,31104,11529,0,0,0,0
3509,233603881311998,28207,10672,0,0,0,0
3510,233603920296306,28917,10066,0,0,0,0
3511,233603958112691,28198,9618,0,0,0,0
3512,233603998238845,28638,11488,0,0,0,0
3513,233604039891152,30108,11544,0,0,0,0
3514,233604077696614,27076,10729,0,0,0,0
3515,233604114987460,27901,9389,0,0,0,0
3516,233604155588921,29025,11575,0,0,0,0
3517,233604196289306,30509,10190,0,0,0,0
3518,233604237472306,28993,12189,0,0,0,0
3519,233604278389306,28479,12437,0,0,0,0
3520,233604322997845,29289,15319,0,0,0,0
3521,233604362987383,28744,11245,0,0,0,0
3522,233604402530768,28368,11175,0,0,0,0
3523,233604442505614,30284,9690,0,0,0,0
3524,233604484723152,28539,13678,0,0,0,0
3525,233604525907998,30312,10871,0,0,0,0
3526,233604565584383,29091,10585,0,0,0,0
3527,233604602841537,28227,9029,0,0,0,0
3528,233604641351768,28188,10322,0,0,0,0
3529,233604676489845,25848,9289,0,0,0,0
3530,233604717300383,29341,11468,0,0,0,0
3531,233604757758537,30141,10316,0,0,0,0
3532,233604795920691,26870,11291,0,0,0,0
3533,233604832694229,27190,9582,0,0,0,0
3534,233604875519152,27890,14934,0,0,0,0
3535,233604917626229,30591,11515,0,0,0,0
3536,233604958403075,28930,11846,0,0,0,0
3537,233604998467152,28641,11422,0,0,0,0
3538,233605039650229,29254,11929,0,0,0,0
3539,233605084143383,32938,11554,0,0,0,0
3540,233605122335998,26816,11375,0,0,0,0
3541,233605162295152,29795,10163,0,0,0,0
3542,233605205543075,33102,10145,0,0,0,0
3543,233605254001229,38147,10310,0,0,0,0
3544,233605298715691,29378,15336,0,0,0,0
3545,233605335395998,26884,9795,0,0,0,0
3546,233605372759075,27603,9759,0,0,0,0
3547,233605411538460,27540,11238,0,0,0,0
3548,233605448319075,28833,7946,0,0,0,0
3549,233605485840383,26909,10611,0,0,0,0
3550,233605524376306,28039,10496,0,0,0,0
3551,233605566028075,29291,12360,0,0,0,0
3552,233605600527075,25410,9088,0,0,0,0
3553,233605640161537,29756,9878,0,0,0,0
3554,233605678747460,27222,11363,0,0,0,0
3555,233605721542768,32368,10426,0,0,0,0
3556,233605763964691,28538,13883,0,0,0,0
3557,233605800291383,27807,8519,0,0,0,0
3558,233605848169614,36325,11552,0,0,0,0
3559,233605888792998,27991,12631,0,0,0,0
3560,233605929234229,29724,10716,0,0,0,0
3561,233605973100306,30731,13134,0,0,0,0
3562,233606026227383,38857,14270,0,0,0,0
3563,233606063757537,28172,9357,0,0,0,0
3564,233606106156691,32327,10071,0,0,0,0
3565,233606158313614,35880,16276,0,0,0,0
3566,233606208109537,34834,14961,0,0,0,0
3567,233606253208306,30303,14795,0,0,0,0
3568,233606294431383,29847,11375,0,0,0,0
3569,233606331771691,27871,9468,0,0,0,0
3570,233606369527768,29371,8384,0,0,0,0
3571,233606409678152,30135,10014,0,0,0,0
3572,233606450235152,30099,10457,0,0,0,0
3573,233606489984306,27273,12475,0,0,0,0
3574,233606527619152,26572,11062,0,0,0,0
3575,233606565853845,27770,10464,0,0,0,0
3576,233606606013229,27450,12709,0,0,0,0
3577,233606644454152,27736,10704,0,0,0,0
3578,233606691978152,28892,18632,0,0,0,0
3579,233606731893306,27589,12326,0,0,0,0
3580,233606770011075,27287,10830,0,0,0,0
3581,233606807130845,26462,10657,0,0,0,0
3582,233606846457845,28175,11151,0,0,0,0
3583,233606885402229,28400,10543,0,0,0,0
3584,233606926963152,30302,11258,0,0,0,0
3585,233606965406537,28206,10237,0,0,0,0
3586,233607005850229,29775,10669,0,0,0,0
3587,233607044723999,27823,11049,0,0,0,0
3588,233607083309922,28064,10521,0,0,0,0
3589,233607122164306,27629,11224,0,0,0,0
3590,233607160707383,27843,10699,0,0,0,0
3591,233607199067152,27660,10699,0,0,0,0
3592,233607239316922,29057,11192,0,0,0,0
3593,233607281428999,30522,11589,0,0,0,0
3594,233607319991152,27618,10943,0,0,0,0
3595,233607360656614,28320,12344,0,0,0,0
3596,233607398828922,27767,10404,0,0,0,0
3597,233607438869306,29231,10809,0,0,0,0
3598,233607478119383,28050,11199,0,0,0,0
3599,233607518740999,28670,11950,0,0,0,0
3600,233607558078537,28681,10656,0,0,0,0
3601,233607597660691,27147,12434,0,0,0,0
3602,233607639136922,30225,11250,0,0,0,0
3603,233607691451152,41212,11101,0,0,0,0
3604,233607733702460,27916,14334,0,0,0,0
3605,233607777539460,30163,13673,0,0,0,0
3606,233607815632076,28437,9655,0,0,0,0
3607,233607857338229,28383,13322,0,0,0,0
3608,233607899561922,29364,12859,0,0,0,0
3609,233607938961922,27643,11756,0,0,0,0
3610,233607978009537,27316,11731,0,0,0,0
3611,233608017713614,28163,11541,0,0,0,0
3612,233608056863460,27492,11657,0,0,0,0
3613,233608094920922,27216,10840,0,0,0,0
3614,233608133698537,27862,10915,0,0,0,0
3615,233608172433306,27615,11119,0,0,0,0
3616,233608212121922,30144,9544,0,0,0,0
3617,233608252085229,29460,10502,0,0,0,0
3618,233608289175383,27462,9628,0,0,0,0
3619,233608326961537,27737,10048,0,0,0,0
3620,233608367388614,28427,11999,0,0,0,0
3621,233608407294460,28515,11390,0,0,0,0
3622,233608449578229,30308,11975,0,0,0,0
3623,233608493023152,28589,14855,0,0,0,0
3624,233608533756922,28575,12158,0,0,0,0
3625,233608574879460,28249,12872,0,0,0,0
3626,233608615644999,28562,12202,0,0,0,0
3627,233608654028383,27993,10389,0,0,0,0
3628,233608693015691,29374,9613,0,0,0,0
3629,233608733803460,29220,11567,0,0,0,0
3630,233608774461922,29477,11181,0,0,0,0
3631,233608815235460,30203,10569,0,0,0,0
3632,233608853992383,27312,11444,0,0,0,0
3633,233608892457229,26938,11526,0,0,0,0
3634,233608928398537,27124,8817,0,0,0,0
3635,233608966519691,27462,10659,0,0,0,0
3636,233609008658152,30009,12129,0,0,0,0
3637,233609050064614,29327,12079,0,0,0,0
3638,233609093900076,31227,12608,0,0,0,0
3639,233609142917537,30144,18872,0,0,0,0
3640,233609179636306,26861,9857,0,0,0,0
3641,233609219282153,27383,12261,0,0,0,0
3642,233609257879383,28315,10281,0,0,0,0
3643,233609299741614,32425,9436,0,0,0,0
3644,233609349274537,31927,17605,0,0,0,0
3645,233609392413922,30428,12711,0,0,0,0
3646,233609431999153,28547,11037,0,0,0,0
3647,233609469628691,26344,11285,0,0,0,0
3648,233609511399691,29674,12096,0,0,0,0
3649,233609552388691,29820,11168,0,0,0,0
3650,233609593852999,28378,13085,0,0,0,0
3651,233609637783460,29628,14302,0,0,0,0
3652,233609680190537,27352,15055,0,0,0,0
3653,233609718769306,28529,10048,0,0,0,0
3654,233609760283153,29563,11950,0,0,0,0
3655,233609800651768,28853,11515,0,0,0,0
3656,233609842543691,29024,12867,0,0,0,0
3657,233609883659999,29776,11340,0,0,0,0
3658,233609923932922,28790,11482,0,0,0,0
3659,233609965508076,28625,12949,0,0,0,0
3660,233610006400922,29755,11138,0,0,0,0
3661,233610048242845,30496,11345,0,0,0,0
3662,233610096509614,31646,16620,0,0,0,0
3663,233610135897845,26842,12545,0,0,0,0
3664,233610172711460,26343,10469,0,0,0,0
3665,233610211200306,28564,9924,0,0,0,0
3666,233610249216383,29229,8786,0,0,0,0
3667,233610289486768,28110,12159,0,0,0,0
3668,233610329706845,28135,12084,0,0,0,0
3669,233610369951999,28220,12024,0,0,0,0
3670,233610408228614,27797,10478,0,0,0,0
3671,233610449948691,29490,12229,0,0,0,0
3672,233610491304922,27823,13532,0,0,0,0
3673,233610533081306,29664,12111,0,0,0,0
3674,233610575316999,28172,14063,0,0,0,0
3675,233610618024922,30918,11789,0,0,0,0
3676,233610659485922,29458,12002,0,0,0,0
3677,233610701974537,29398,13090,0,0,0,0
3678,233610742134537,29063,11096,0,0,0,0
3679,233610783646153,26865,14646,0,0,0,0
3680,233610825048999,28358,13044,0,0,0,0
3681,233610866881306,27561,14270,0,0,0,0
3682,233610907425845,29391,11152,0,0,0,0
3683,233610945088691,26404,11258,0,0,0,0
3684,233610984145614,28695,10361,0,0,0,0
3685,233611024052922,29458,10450,0,0,0,0
3686,233611066803999,30132,12619,0,0,0,0
3687,233611107728306,29212,11712,0,0,0,0
3688,233611148985537,30016,11240,0,0,0,0
3689,233611189364999,28580,11798,0,0,0,0
3690,233611226892999,27556,9971,0,0,0,0
3691,233611266278460,26591,12794,0,0,0,0
3692,233611306466537,29490,10697,0,0,0,0
3693,233611347166768,30134,10565,0,0,0,0
3694,233611390620999,29189,14264,0,0,0,0
3695,233611431794153,30626,10546,0,0,0,0
3696,233611467895691,26086,10015,0,0,0,0
3697,233611506905306,29013,9996,0,0,0,0
3698,233611544676306,26565,11205,0,0,0,0
3699,233611585225614,29991,10557,0,0,0,0
3700,233611622717845,27214,10277,0,0,0,0
3701,233611659527076,27768,9040,0,0,0,0
3702,233611695199460,26337,9334,0,0,0,0
3703,233611728508614,24394,8914,0,0,0,0
3704,233611764900076,29013,7378,0,0,0,0
3705,233611800532691,26079,9552,0,0,0,0
3706,233611842867153,29385,12948,0,0,0,0
3707,233611879617307,28051,8699,0,0,0,0
3708,233611917363691,27730,10016,0,0,0,0
3709,233611954747691,27071,10312,0,0,0,0
3710,233611995068922,29985,10336,0,0,0,0
3711,233612040709614,34915,10726,0,0,0,0
3712,233612091198768,36686,13802,0,0,0,0
3713,233612141589307,35435,14954,0,0,0,0
3714,233612195373537,36805,16979,0,0,0,0
3715,233612240093614,33446,11273,0,0,0,0
3716,233612276895153,27550,9251,0,0,0,0
3717,233612320748076,34003,9849,0,0,0,0
3718,233612374085614,40242,13094,0,0,0,0
3719,233612415401230,30737,10578,0,0,0,0
3720,233612451836691,26563,9872,0,0,0,0
3721,233612487285845,26774,8675,0,0,0,0
3722,233612525578845,28781,9512,0,0,0,0
3723,233612566655153,29743,11333,0,0,0,0
3724,233612602005614,25563,9787,0,0,0,0
3725,233612644580999,33088,9487,0,0,0,0
3726,233612685082537,29601,10899,0,0,0,0
3727,233612723936307,28553,10300,0,0,0,0
3728,233612761627153,27094,10596,0,0,0,0
3729,233612797692691,26527,9538,0,0,0,0
3730,233612836284383,29287,9303,0,0,0,0
3731,233612880867153,31731,12851,0,0,0,0
3732,233612916754845,25186,10701,0,0,0,0
3733,233612953733614,27031,9947,0,0,0,0
3734,233612991371076,28492,9145,0,0,0,0
3735,233613025337614,26072,7895,0,0,0,0
3736,233613067604384,30839,11427,0,0,0,0
3737,233613104783999,27099,10079,0,0,0,0
3738,233613142553230,27306,10463,0,0,0,0
3739,233613181919384,27592,11774,0,0,0,0
3740,233613223424384,30259,11245,0,0,0,0
3741,233613263301230,27902,11974,0,0,0,0
3742,233613300683768,28524,8857,0,0,0,0
3743,233613342647999,30464,11500,0,0,0,0
3744,233613382117537,27026,12443,0,0,0,0
3745,233613422090460,30838,9134,0,0,0,0
3746,233613463852691,29855,11907,0,0,0,0
3747,233613500974537,27379,9742,0,0,0,0
3748,233613540723460,29323,10425,0,0,0,0
3749,233613576238845,25617,9897,0,0,0,0
3750,233613615311384,29325,9746,0,0,0,0
3751,233613656293307,29476,11505,0,0,0,0
3752,233613699304307,32762,10248,0,0,0,0
3753,233613734956076,25984,9666,0,0,0,0
3754,233613776267460,29410,11900,0,0,0,0
3755,233613814742153,28464,10010,0,0,0,0
3756,233613852242537,25876,11623,0,0,0,0
3757,233613893961230,30819,10899,0,0,0,0
3758,233613939846845,31663,14222,0,0,0,0
3759,233613978229307,29262,9120,0,0,0,0
3760,233614017780691,28321,11230,0,0,0,0
3761,233614057139153,28960,10398,0,0,0,0
3762,233614092448384,24566,10742,0,0,0,0
3763,233614133436922,28770,12218,0,0,0,0
3764,233614173670153,29158,11074,0,0,0,0
3765,233614210053537,27329,9053,0,0,0,0
3766,233614249147768,29322,9772,0,0,0,0
3767,233614291093230,28984,12961,0,0,0,0
3768,233614333866230,31336,11437,0,0,0,0
3769,233614375014768,27919,13229,0,0,0,0
3770,233614413085922,28320,9750,0,0,0,0
3771,233614455987691,30174,12727,0,0,0,0
3772,233614494911691,28159,10764,0,0,0,0
3773,233614537537845,31278,11347,0,0,0,0
3774,233614576367384,27624,11204,0,0,0,0
3775,233614616107691,29314,10426,0,0,0,0
3776,233614654484076,27954,10421,0,0,0,0
3777,233614694979384,29451,11044,0,0,0,0
3778,233614732082230,28013,9089,0,0,0,0
3779,233614773292384,32078,9131,0,0,0,0
3780,233614814476999,28407,12776,0,0,0,0
3781,233614855283461,32062,8744,0,0,0,0
3782,233614893547461,26818,11445,0,0,0,0
3783,233614932644307,29465,9631,0,0,0,0
3784,233614972319076,30605,9069,0,0,0,0
3785,233615005905922,26050,7537,0,0,0,0
3786,233615047511691,29517,12087,0,0,0,0
3787,233615086522768,28001,11009,0,0,0,0
3788,233615123608922,27717,9368,0,0,0,0
3789,233615164217614,30570,10037,0,0,0,0
3790,233615203847461,30196,9433,0,0,0,0
3791,233615243574153,29306,10420,0,0,0,0
3792,233615284249230,29103,11571,0,0,0,0
3793,233615322077845,27095,10733,0,0,0,0
3794,233615360835768,27981,10776,0,0,0,0
3795,233615401905922,30231,10838,0,0,0,0
3796,233615440642461,28384,10351,0,0,0,0
3797,233615481535768,28532,12361,0,0,0,0
3798,233615518300691,26113,10651,0,0,0,0
3799,233615555991768,28629,9061,0,0,0,0
3800,233615593271076,27734,9544,0,0,0,0
3801,233615631352076,27736,10345,0,0,0,0
3802,233615666926153,26760,8813,0,0,0,0
3803,233615707433614,29949,10558,0,0,0,0
3804,233615749691691,29437,12820,0,0,0,0
3805,233615792472384,28221,14558,0,0,0,0
3806,233615832552307,28160,11919,0,0,0,0
3807,233615875587153,29514,13520,0,0,0,0
3808,233615916181614,27202,13391,0,0,0,0
3809,233615959155384,29271,13702,0,0,0,0
3810,233615998254230,28609,10489,0,0,0,0
3811,233616035278461,26517,10508,0,0,0,0
3812,233616073913307,29378,9256,0,0,0,0
3813,233616111430845,28023,9494,0,0,0,0
3814,233616150975768,29604,9940,0,0,0,0
3815,233616189616922,27880,10760,0,0,0,0
3816,233616230049922,28687,11745,0,0,0,0
3817,233616269348691,28118,11179,0,0,0,0
3818,233616307975461,27104,11522,0,0,0,0
3819,233616348103691,27966,12161,0,0,0,0
3820,233616388177230,30335,9738,0,0,0,0
3821,233616426579461,27437,10964,0,0,0,0
3822,233616465322768,27544,11198,0,0,0,0
3823,233616503870768,28099,10448,0,0,0,0
3824,233616541431691,28074,9486,0,0,0,0
3825,233616584853307,31438,11983,0,0,0,0
3826,233616627355999,29371,13131,0,0,0,0
3827,233616666360999,28872,10133,0,0,0,0
3828,233616703452691,27517,9573,0,0,0,0
3829,233616741325230,27977,9895,0,0,0,0
3830,233616782483691,30174,10984,0,0,0,0
3831,233616822373615,27342,12547,0,0,0,0
3832,233616861816076,27945,11497,0,0,0,0
3833,233616900289307,28877,9595,0,0,0,0
3834,233616939296999,28184,10823,0,0,0,0
3835,233616975416076,26437,9682,0,0,0,0
3836,233617014020999,28278,10327,0,0,0,0
3837,233617051834153,27573,10239,0,0,0,0
3838,233617089664922,28521,9309,0,0,0,0
3839,233617126281538,25626,10990,0,0,0,0
3840,233617165324076,27439,11602,0,0,0,0
3841,233617201349845,25792,10233,0,0,0,0
3842,233617240768384,27628,11790,0,0,0,0
3843,233617282197307,29384,12044,0,0,0,0
3844,233617323803384,30536,11070,0,0,0,0
3845,233617361891384,27236,10851,0,0,0,0
3846,233617402810768,29439,11479,0,0,0,0
3847,233617441925845,27046,12068,0,0,0,0
3848,233617484849845,30970,11953,0,0,0,0
3849,233617523839768,29557,9432,0,0,0,0
3850,233617561768922,27989,9940,0,0,0,0
3851,233617599804615,28210,9825,0,0,0,0
3852,233617639611999,28028,11778,0,0,0,0
3853,233617680306153,28915,11778,0,0,0,0
3854,233617718564922,28396,9862,0,0,0,0
3855,233617756093538,28844,8684,0,0,0,0
3856,233617797564691,30561,10910,0,0,0,0
3857,233617839851768,32441,9845,0,0,0,0
3858,233617877534461,27498,10184,0,0,0,0
3859,233617914365307,27100,9730,0,0,0,0
3860,233617950991461,26878,9747,0,0,0,0
3861,233617984859384,26984,6883,0,0,0,0
3862,233618025114230,28827,11428,0,0,0,0
3863,233618066559076,29702,11742,0,0,0,0
3864,233618109384384,29978,12846,0,0,0,0
3865,233618155990230,33900,12705,0,0,0,0
3866,233618214876615,44518,14368,0,0,0,0
3867,233618264141845,34918,14346,0,0,0,0
3868,233618309262153,34826,10294,0,0,0,0
3869,233618347735461,28698,9774,0,0,0,0
3870,233618391041538,31055,12250,0,0,0,0
3871,233618424861307,25265,8554,0,0,0,0
3872,233618464602845,28700,11041,0,0,0,0
3873,233618500147384,27174,8370,0,0,0,0
3874,233618541025230,28135,12742,0,0,0,0
3875,233618585460615,35236,9198,0,0,0,0
3876,233618626348692,26773,14115,0,0,0,0
3877,233618661611153,25429,9833,0,0,0,0
3878,233618697430153,26786,9032,0,0,0,0
3879,233618740572922,32704,10437,0,0,0,0
3880,233618781689538,27563,13552,0,0,0,0
3881,233618816776922,25522,9564,0,0,0,0
3882,233618857504615,27958,12769,0,0,0,0
3883,233618898818461,29227,12086,0,0,0,0
3884,233618936626153,27358,10449,0,0,0,0
3885,233618976118845,28518,10974,0,0,0,0
3886,233619015353615,28476,10759,0,0,0,0
3887,233619053435999,27934,10148,0,0,0,0
3888,233619096189922,27394,15359,0,0,0,0
3889,233619133724307,28145,9389,0,0,0,0
3890,233619172927692,27731,11471,0,0,0,0
3891,233619215263076,30599,11736,0,0,0,0
3892,233619264913615,32510,17140,0,0,0,0
3893,233619301484076,27250,9319,0,0,0,0
3894,233619340899768,29998,9416,0,0,0,0
3895,233619378904384,28118,9886,0,0,0,0
3896,233619416796384,28801,9090,0,0,0,0
3897,233619455503153,27330,11376,0,0,0,0
3898,233619493719153,27584,10632,0,0,0,0
3899,233619531528384,27548,10260,0,0,0,0
3900,233619568767076,28506,8732,0,0,0,0
3901,233619607451461,27801,10882,0,0,0,0
3902,233619644907692,27179,10276,0,0,0,0
3903,233619682146230,28290,8947,0,0,0,0
3904,233619719930153,27003,10780,0,0,0,0
3905,233619757452922,27553,9969,0,0,0,0
3906,233619798112692,29095,11564,0,0,0,0
3907,233619835187076,26833,10241,0,0,0,0
3908,233619876207461,28843,12177,0,0,0,0
3909,233619921334769,29478,15648,0,0,0,0
3910,233619958828076,28046,9446,0,0,0,0
3911,233620001592692,31320,11445,0,0,0,0
3912,233620040306845,29281,9432,0,0,0,0
3913,233620081691769,31860,9524,0,0,0,0
3914,233620119709845,27276,10742,0,0,0,0
3915,233620165179384,30838,14631,0,0,0,0
3916,233620205604076,30112,10311,0,0,0,0
3917,233620244267076,27801,10861,0,0,0,0
3918,233620283313230,28803,10242,0,0,0,0
3919,233620322562230,27442,11806,0,0,0,0
3920,233620359911384,27998,9350,0,0,0,0
3921,233620399216615,28674,10630,0,0,0,0
3922,233620440780615,29724,11839,0,0,0,0
3923,233620489708692,33387,15540,0,0,0,0
3924,233620527743769,28346,9688,0,0,0,0
3925,233620569273230,29691,11837,0,0,0,0
3926,233620605109922,27114,8722,0,0,0,0
3927,233620645674845,31136,9428,0,0,0,0
3928,233620685808999,29661,10472,0,0,0,0
3929,233620725848076,29391,10647,0,0,0,0
3930,233620764645615,27663,11134,0,0,0,0
3931,233620801569307,26912,10011,0,0,0,0
3932,233620840264384,28279,10415,0,0,0,0
3933,233620876165615,26641,9259,0,0,0,0
3934,233620914726153,27795,10764,0,0,0,0
3935,233620952111153,27476,9908,0,0,0,0
3936,233620989113846,27995,9007,0,0,0,0
3937,233621028714538,30450,9151,0,0,0,0
3938,233621065687999,27792,9180,0,0,0,0
3939,233621105831076,28103,12039,0,0,0,0
3940,233621145712384,28161,11720,0,0,0,0
3941,233621182282230,26836,9733,0,0,0,0
3942,233621224523461,31695,10546,0,0,0,0
3943,233621266555384,30055,11976,0,0,0,0
3944,233621305942846,28916,10471,0,0,0,0
3945,233621343107153,27932,9231,0,0,0,0
3946,233621382793230,26872,12813,0,0,0,0
3947,233621424987384,30773,11420,0,0,0,0
3948,233621464775692,29486,10301,0,0,0,0
3949,233621502223999,27796,9652,0,0,0,0
3950,233621542923153,28492,12206,0,0,0,0
3951,233621583786461,28758,12104,0,0,0,0
3952,233621623967461,29159,11021,0,0,0,0
3953,233621662691384,27405,11318,0,0,0,0
3954,233621698892692,26489,9711,0,0,0,0
3955,233621736727076,26500,11333,0,0,0,0
3956,233621777531769,29145,11658,0,0,0,0
3957,233621816832076,27774,11526,0,0,0,0
3958,233621856867384,29873,10161,0,0,0,0
3959,233621897987076,28750,12369,0,0,0,0
3960,233621937262538,26875,12399,0,0,0,0
3961,233621975288384,28501,9524,0,0,0,0
3962,233622015192999,28133,11772,0,0,0,0
3963,233622052049923,27694,9162,0,0,0,0
3964,233622088903461,28025,8828,0,0,0,0
3965,233622128513846,28170,11439,0,0,0,0
3966,233622165675153,27330,9830,0,0,0,0
3967,233622207219461,29559,11985,0,0,0,0
3968,233622243920923,27260,9440,0,0,0,0
3969,233622284654230,30748,9984,0,0,0,0
3970,233622322779384,27624,10500,0,0,0,0
3971,233622360719461,27792,10147,0,0,0,0
3972,233622400920384,31294,8906,0,0,0,0
3973,233622439987769,29015,10052,0,0,0,0
3974,233622477141846,28217,8936,0,0,0,0
3975,233622518309846,30473,10694,0,0,0,0
3976,233622559919461,29624,11984,0,0,0,0
